	Air Quality Network	Air Quality Network Name	Air Quality Station EoI Code	Air Quality Station Name	Air Pollutant	Air Pollutant Description	Year	Air Pollution Level	Unit Of Air Pollution Level	Data Coverage	Verification	Air Quality Station Type	Air Quality Station Area	Longitude	Latitude	Altitude	Source Of Data Flow	Calculation Time
297	NET-RS002A	Serbian national AQ network	RS0036A	Belgrade-Novi Beograd	SO2	Sulphur dioxide (air)	2019	330.0	ug/m3	98.37	1.0	Background	Urban	20.4002	44.8032	74.0	E1a/validated data AQ e-Reporting	31/05/2022 20:14:43
299	NET-RS002A	Serbian national AQ network	RS0036A	Belgrade-Novi Beograd	SO2	Sulphur dioxide (air)	2019	0.0	count	98.37	1.0	Background	Urban	20.4002	44.8032	74.0	E1a/validated data AQ e-Reporting	31/05/2022 20:10:09
300	NET-RS002A	Serbian national AQ network	RS0036A	Belgrade-Novi Beograd	SO2	Sulphur dioxide (air)	2021	14.836	ug/m3	93.89	3.0	Background	Urban	20.4002	44.8032	74.0	Mixed E1a/validated and E2a/UTD data AQ e-Reporting	31/05/2022 21:16:40
302	NET-RS002A	Serbian national AQ network	RS0036A	Belgrade-Novi Beograd	PM10	Particulate matter < 10 µm (aerosol)	2020	3.667	ug/m3	99.45	1.0	Background	Urban	20.4002	44.8032	74.0	E1a/validated data AQ e-Reporting	31/05/2022 20:13:08
304	NET-RS002A	Serbian national AQ network	RS0036A	Belgrade-Novi Beograd	PM10	Particulate matter < 10 µm (aerosol)	2019	59.0	count	82.19	1.0	Background	Urban	20.4002	44.8032	74.0	E1a/validated data AQ e-Reporting	31/05/2022 20:49:11
305	NET-RS002A	Serbian national AQ network	RS0036A	Belgrade-Novi Beograd	PM10	Particulate matter < 10 µm (aerosol)	2021	43.0	count	93.15	3.0	Background	Urban	20.4002	44.8032	74.0	E2a/UTD AQ e-Reporting	31/05/2022 20:49:11
307	NET-RS002A	Serbian national AQ network	RS0036A	Belgrade-Novi Beograd	PM10	Particulate matter < 10 µm (aerosol)	2020	34.155	ug/m3	60.8	3.0	Background	Urban	20.4002	44.8032	74.0	Mixed E1a/validated and E2a/UTD data AQ e-Reporting	31/05/2022 19:56:28
310	NET-RS002A	Serbian national AQ network	RS0036A	Belgrade-Novi Beograd	O3	Ozone (air)	2021	28.0	count	91.78	3.0	Background	Urban	20.4002	44.8032	74.0	E2a/UTD AQ e-Reporting	31/05/2022 20:48:05
314	NET-RS002A	Serbian national AQ network	RS0036A	Belgrade-Novi Beograd	O3	Ozone (air)	2021	177.814	ug/m3	93.44	3.0	Background	Urban	20.4002	44.8032	74.0	E2a/UTD AQ e-Reporting	31/05/2022 20:14:43
322	NET-RS002A	Serbian national AQ network	RS0036A	Belgrade-Novi Beograd	NOX as NO2	Nitrogen oxides (air)	2019	45.039	ug/m3	98.48	1.0	Background	Urban	20.4002	44.8032	74.0	E1a/validated data AQ e-Reporting	31/05/2022 19:24:45
323	NET-RS002A	Serbian national AQ network	RS0036A	Belgrade-Novi Beograd	CO	Carbon monoxide (air)	2021	0.748	mg/m3	92.05	3.0	Background	Urban	20.4002	44.8032	74.0	E2a/UTD AQ e-Reporting	31/05/2022 20:49:42
325	NET-RS002A	Serbian national AQ network	RS0036A	Belgrade-Novi Beograd	CO	Carbon monoxide (air)	2019	0.0	mg/m3	98.39	1.0	Background	Urban	20.4002	44.8032	74.0	E1a/validated data AQ e-Reporting	31/05/2022 20:54:52
327	NET-RS002A	Serbian national AQ network	RS0036A	Belgrade-Novi Beograd	NO	Nitrogen monoxide (air)	2019	13.377	ug/m3	98.48	1.0	Background	Urban	20.4002	44.8032	74.0	E1a/validated data AQ e-Reporting	31/05/2022 19:24:45
329	NET-RS002A	Serbian national AQ network	RS0037A	Belgrade-Vracar	SO2	Sulphur dioxide (air)	2019	21.996	ug/m3	99.45	1.0	Background	Urban	20.4753	44.797	141.0	E1a/validated data AQ e-Reporting	31/05/2022 20:00:24
330	NET-RS002A	Serbian national AQ network	RS0037A	Belgrade-Vracar	SO2	Sulphur dioxide (air)	2019	0.0	count	99.45	1.0	Background	Urban	20.4753	44.797	141.0	E1a/validated data AQ e-Reporting	31/05/2022 20:47:14
333	NET-RS002A	Serbian national AQ network	RS0037A	Belgrade-Vracar	PM10	Particulate matter < 10 µm (aerosol)	2020	88.5	ug/m3	91.8	1.0	Background	Urban	20.4753	44.797	141.0	E1a/validated data AQ e-Reporting	31/05/2022 20:34:18
334	NET-RS002A	Serbian national AQ network	RS0037A	Belgrade-Vracar	O3	Ozone (air)	2019	140.5	ug/m3	98.1	1.0	Background	Urban	20.4753	44.797	141.0	E1a/validated data AQ e-Reporting	31/05/2022 21:34:18
335	NET-RS002A	Serbian national AQ network	RS0037A	Belgrade-Vracar	O3	Ozone (air)	2019	21.704	ug/m3	99.45	1.0	Background	Urban	20.4753	44.797	141.0	E1a/validated data AQ e-Reporting	31/05/2022 20:37:54
338	NET-RS002A	Serbian national AQ network	RS0037A	Belgrade-Vracar	O3	Ozone (air)	2019	36.99	ug/m3	99.18	1.0	Background	Urban	20.4753	44.797	141.0	E1a/validated data AQ e-Reporting	31/05/2022 20:49:42
339	NET-RS002A	Serbian national AQ network	RS0037A	Belgrade-Vracar	O3	Ozone (air)	2020	40.51	ug/m3	99.18	1.0	Background	Urban	20.4753	44.797	141.0	E1a/validated data AQ e-Reporting	31/05/2022 20:49:42
341	NET-RS002A	Serbian national AQ network	RS0037A	Belgrade-Vracar	O3	Ozone (air)	2019	86.813	ug/m3	99.18	1.0	Background	Urban	20.4753	44.797	141.0	E1a/validated data AQ e-Reporting	31/05/2022 20:01:37
344	NET-RS002A	Serbian national AQ network	RS0037A	Belgrade-Vracar	O3	Ozone (air)	2020	24.886	ug/m3	97.68	3.0	Background	Urban	20.4753	44.797	141.0	E1a/validated data AQ e-Reporting	31/05/2022 19:56:28
345	NET-RS002A	Serbian national AQ network	RS0037A	Belgrade-Vracar	O3	Ozone (air)	2020	7924.709	ug/m3	99.18	1.0	Background	Urban	20.4753	44.797	141.0	E1a/validated data AQ e-Reporting	31/05/2022 21:31:35
352	NET-RS002A	Serbian national AQ network	RS0037A	Belgrade-Vracar	NO2	Nitrogen dioxide (air)	2019	25.785	ug/m3	96.87	1.0	Background	Urban	20.4753	44.797	141.0	E1a/validated data AQ e-Reporting	31/05/2022 20:29:07
355	NET-RS002A	Serbian national AQ network	RS0037A	Belgrade-Vracar	NOX as NO2	Nitrogen oxides (air)	2020	55.938	ug/m3	98.11	1.0	Background	Urban	20.4753	44.797	141.0	E1a/validated data AQ e-Reporting	31/05/2022 19:24:45
359	NET-RS002A	Serbian national AQ network	RS0038A	Kostolac	SO2	Sulphur dioxide (air)	2019	14.678	ug/m3	98.14	1.0	Industrial	Suburban	21.1734	44.7175	75.0	E1a/validated data AQ e-Reporting	31/05/2022 19:24:45
360	NET-RS002A	Serbian national AQ network	RS0038A	Kostolac	SO2	Sulphur dioxide (air)	2019	0.0	count	98.14	1.0	Industrial	Suburban	21.1734	44.7175	75.0	E1a/validated data AQ e-Reporting	31/05/2022 20:40:58
362	NET-RS002A	Serbian national AQ network	RS0038A	Kostolac	SO2	Sulphur dioxide (air)	2020	12.0	count	96.32	1.0	Industrial	Suburban	21.1734	44.7175	75.0	E1a/validated data AQ e-Reporting	31/05/2022 20:10:09
369	NET-RS002A	Serbian national AQ network	RS0038A	Kostolac	CO	Carbon monoxide (air)	2020	2.17	mg/m3	98.43	1.0	Industrial	Suburban	21.1734	44.7175	75.0	E1a/validated data AQ e-Reporting	31/05/2022 20:14:43
370	NET-RS002A	Serbian national AQ network	RS0038A	Kostolac	CO	Carbon monoxide (air)	2021	0.568	mg/m3	92.39	3.0	Industrial	Suburban	21.1734	44.7175	75.0	E2a/UTD AQ e-Reporting	31/05/2022 20:29:07
372	NET-RS002A	Serbian national AQ network	RS0039A	Smederevo-Carina	PM10	Particulate matter < 10 µm (aerosol)	2019	12.278	ug/m3	94.52	1.0	Background	Suburban	20.9317	44.6523	147.0	E1a/validated data AQ e-Reporting	31/05/2022 20:13:08
373	NET-RS002A	Serbian national AQ network	RS0039A	Smederevo-Carina	NO2	Nitrogen dioxide (air)	2019	21.018	ug/m3	84.71	1.0	Background	Suburban	20.9317	44.6523	147.0	Mixed E1a/validated and E2a/UTD data AQ e-Reporting	31/05/2022 19:24:45
375	NET-RS002A	Serbian national AQ network	RS0039A	Smederevo-Carina	NO2	Nitrogen dioxide (air)	2019	10.187	ug/m3	85.75	1.0	Background	Suburban	20.9317	44.6523	147.0	E1a/validated data AQ e-Reporting	31/05/2022 20:37:17
376	NET-RS002A	Serbian national AQ network	RS0039A	Smederevo-Carina	NO2	Nitrogen dioxide (air)	2020	47.9	ug/m3	96.44	1.0	Background	Suburban	20.9317	44.6523	147.0	E1a/validated data AQ e-Reporting	31/05/2022 20:33:02
377	NET-RS002A	Serbian national AQ network	RS0039A	Smederevo-Carina	NO2	Nitrogen dioxide (air)	2020	6.9	ug/m3	96.44	1.0	Background	Suburban	20.9317	44.6523	147.0	E1a/validated data AQ e-Reporting	31/05/2022 20:29:07
378	NET-RS002A	Serbian national AQ network	RS0039A	Smederevo-Carina	NO2	Nitrogen dioxide (air)	2019	0.0	count	84.71	1.0	Background	Suburban	20.9317	44.6523	147.0	Mixed E1a/validated and E2a/UTD data AQ e-Reporting	31/05/2022 20:06:29
379	NET-RS002A	Serbian national AQ network	RS0039A	Smederevo-Carina	NOX as NO2	Nitrogen oxides (air)	2020	183.0	ug/m3	96.44	1.0	Background	Suburban	20.9317	44.6523	147.0	E1a/validated data AQ e-Reporting	31/05/2022 20:14:43
380	NET-RS002A	Serbian national AQ network	RS0039A	Smederevo-Carina	NOX as NO2	Nitrogen oxides (air)	2020	14.6	ug/m3	96.44	1.0	Background	Suburban	20.9317	44.6523	147.0	E1a/validated data AQ e-Reporting	31/05/2022 20:29:07
383	NET-RS002A	Serbian national AQ network	RS0041A	Valjevo	SO2	Sulphur dioxide (air)	2021	0.0	count	93.74	3.0	Background	Urban	19.899	44.273	181.0	E2a/UTD AQ e-Reporting	31/05/2022 20:40:58
385	NET-RS002A	Serbian national AQ network	RS0041A	Valjevo	PM10	Particulate matter < 10 µm (aerosol)	2019	38.999	ug/m3	90.68	1.0	Background	Urban	19.899	44.273	181.0	E1a/validated data AQ e-Reporting	31/05/2022 20:33:23
386	NET-RS002A	Serbian national AQ network	RS0041A	Valjevo	PM10	Particulate matter < 10 µm (aerosol)	2019	116.25	ug/m3	90.68	1.0	Background	Urban	19.899	44.273	181.0	E1a/validated data AQ e-Reporting	31/05/2022 20:33:41
387	NET-RS002A	Serbian national AQ network	RS0041A	Valjevo	NO2	Nitrogen dioxide (air)	2019	23.368	ug/m3	98.63	1.0	Background	Urban	19.899	44.273	181.0	E1a/validated data AQ e-Reporting	31/05/2022 19:24:45
392	NET-RS002A	Serbian national AQ network	RS0041A	Valjevo	NO2	Nitrogen dioxide (air)	2020	0.0	count	95.9	1.0	Background	Urban	19.899	44.273	181.0	E1a/validated data AQ e-Reporting	31/05/2022 20:12:43
393	NET-RS002A	Serbian national AQ network	RS0041A	Valjevo	NO2	Nitrogen dioxide (air)	2021	54.312	ug/m3	92.88	3.0	Background	Urban	19.899	44.273	181.0	E2a/UTD AQ e-Reporting	31/05/2022 20:34:53
395	NET-RS002A	Serbian national AQ network	RS0041A	Valjevo	NOX as NO2	Nitrogen oxides (air)	2019	58.379	ug/m3	98.63	1.0	Background	Urban	19.899	44.273	181.0	E1a/validated data AQ e-Reporting	31/05/2022 19:24:45
396	NET-RS002A	Serbian national AQ network	RS0041A	Valjevo	NOX as NO2	Nitrogen oxides (air)	2020	38.4	ug/m3	95.9	1.0	Background	Urban	19.899	44.273	181.0	E1a/validated data AQ e-Reporting	31/05/2022 20:29:07
399	NET-RS002A	Serbian national AQ network	RS0041A	Valjevo	CO	Carbon monoxide (air)	2020	0.0	count	97.81	1.0	Background	Urban	19.899	44.273	181.0	E1a/validated data AQ e-Reporting	31/05/2022 20:49:38
402	NET-RS002A	Serbian national AQ network	RS0041A	Valjevo	CO	Carbon monoxide (air)	2020	3.224	mg/m3	98.09	1.0	Background	Urban	19.899	44.273	181.0	E1a/validated data AQ e-Reporting	31/05/2022 20:35:30
404	NET-RS002A	Serbian national AQ network	RS0041A	Valjevo	NO	Nitrogen monoxide (air)	2019	11.35	ug/m3	98.63	1.0	Background	Urban	19.899	44.273	181.0	E1a/validated data AQ e-Reporting	31/05/2022 20:29:07
405	NET-RS002A	Serbian national AQ network	RS0041A	Valjevo	Cd in PM10	Cadmium in PM10 (aerosol)	2019	0.375	ng/m3	44.93	1.0	Background	Urban	19.899	44.273	181.0	Mixed E1a/validated and E2a/UTD data AQ e-Reporting	31/05/2022 19:24:45
406	NET-RS002A	Serbian national AQ network	RS0041A	Valjevo	Ni in PM10	Nickel in PM10 (aerosol)	2020	3.098	ng/m3	14.21	1.0	Background	Urban	19.899	44.273	181.0	E1a/validated data AQ e-Reporting	31/05/2022 19:24:45
407	NET-RS002A	Serbian national AQ network	RS0041A	Valjevo	As in PM10	Arsenic in PM10 (aerosol)	2019	3.687	ng/m3	44.93	1.0	Background	Urban	19.899	44.273	181.0	Mixed E1a/validated and E2a/UTD data AQ e-Reporting	31/05/2022 19:24:45
408	NET-RS002A	Serbian national AQ network	RS0042A	Bor-Institut	SO2	Sulphur dioxide (air)	2019	28.086	ug/m3	98.2	1.0	Industrial	Urban	22.1014	44.0599	389.0	E1a/validated data AQ e-Reporting	31/05/2022 19:24:45
411	NET-RS002A	Serbian national AQ network	RS0042A	Bor-Institut	SO2	Sulphur dioxide (air)	2019	8.0	count	99.45	1.0	Industrial	Urban	22.1014	44.0599	389.0	E1a/validated data AQ e-Reporting	31/05/2022 20:47:14
413	NET-RS002A	Serbian national AQ network	RS0042A	Bor-Institut	SO2	Sulphur dioxide (air)	2019	665.0	ug/m3	98.2	1.0	Industrial	Urban	22.1014	44.0599	389.0	E1a/validated data AQ e-Reporting	31/05/2022 20:57:06
414	NET-RS002A	Serbian national AQ network	RS0042A	Bor-Institut	NO2	Nitrogen dioxide (air)	2021	24.5	ug/m3	92.88	3.0	Industrial	Urban	22.1014	44.0599	389.0	E2a/UTD AQ e-Reporting	31/05/2022 20:37:17
415	NET-RS002A	Serbian national AQ network	RS0042A	Bor-Institut	NOX as NO2	Nitrogen oxides (air)	2019	54.734	ug/m3	97.96	1.0	Industrial	Urban	22.1014	44.0599	389.0	E1a/validated data AQ e-Reporting	31/05/2022 19:24:45
416	NET-RS002A	Serbian national AQ network	RS0042A	Bor-Institut	NOX as NO2	Nitrogen oxides (air)	2020	595.9	ug/m3	98.43	1.0	Industrial	Urban	22.1014	44.0599	389.0	E1a/validated data AQ e-Reporting	31/05/2022 20:14:43
417	NET-RS002A	Serbian national AQ network	RS0042A	Bor-Institut	CO	Carbon monoxide (air)	2021	0.0	count	91.78	3.0	Industrial	Urban	22.1014	44.0599	389.0	E2a/UTD AQ e-Reporting	31/05/2022 20:49:38
421	NET-RS002A	Serbian national AQ network	RS0042A	Bor-Institut	CO	Carbon monoxide (air)	2019	0.0	mg/m3	97.79	1.0	Industrial	Urban	22.1014	44.0599	389.0	E1a/validated data AQ e-Reporting	31/05/2022 20:29:07
422	NET-RS002A	Serbian national AQ network	RS0043A	Kragujevac	SO2	Sulphur dioxide (air)	2020	7.2	ug/m3	97.39	1.0	Background	Urban	20.925	44.0116	175.0	E1a/validated data AQ e-Reporting	31/05/2022 20:29:07
423	NET-RS002A	Serbian national AQ network	RS0043A	Kragujevac	PM10	Particulate matter < 10 µm (aerosol)	2020	33.9	ug/m3	84.97	1.0	Background	Urban	20.925	44.0116	175.0	E1a/validated data AQ e-Reporting	31/05/2022 20:33:23
424	NET-RS002A	Serbian national AQ network	RS0043A	Kragujevac	NO2	Nitrogen dioxide (air)	2019	10.107	ug/m3	100.0	1.0	Background	Urban	20.925	44.0116	175.0	E1a/validated data AQ e-Reporting	31/05/2022 20:13:43
426	NET-RS002A	Serbian national AQ network	RS0043A	Kragujevac	NO2	Nitrogen dioxide (air)	2021	2.748	ug/m3	94.16	3.0	Background	Urban	20.925	44.0116	175.0	E2a/UTD AQ e-Reporting	31/05/2022 20:54:52
428	NET-RS002A	Serbian national AQ network	RS0043A	Kragujevac	NO2	Nitrogen dioxide (air)	2021	20.847	ug/m3	96.56	3.0	Background	Urban	20.925	44.0116	175.0	Mixed E1a/validated and E2a/UTD data AQ e-Reporting	31/05/2022 19:56:28
430	NET-RS002A	Serbian national AQ network	RS0043A	Kragujevac	CO	Carbon monoxide (air)	2019	0.0	count	100.0	1.0	Background	Urban	20.925	44.0116	175.0	E1a/validated data AQ e-Reporting	31/05/2022 20:49:38
434	NET-RS002A	Serbian national AQ network	RS0043A	Kragujevac	Ni in PM10	Nickel in PM10 (aerosol)	2019	0.166	ng/m3	44.11	1.0	Background	Urban	20.925	44.0116	175.0	Mixed E1a/validated and E2a/UTD data AQ e-Reporting	31/05/2022 19:24:45
435	NET-RS002A	Serbian national AQ network	RS0043A	Kragujevac	Ni in PM10	Nickel in PM10 (aerosol)	2020	2.245	ng/m3	12.84	1.0	Background	Urban	20.925	44.0116	175.0	E1a/validated data AQ e-Reporting	31/05/2022 19:24:45
439	NET-RS002A	Serbian national AQ network	RS0044A	Zajecar	SO2	Sulphur dioxide (air)	2020	174.0	ug/m3	97.69	1.0	Background	Urban	22.2733	43.9021	133.0	E1a/validated data AQ e-Reporting	31/05/2022 20:57:06
442	NET-RS002A	Serbian national AQ network	RS0044A	Zajecar	NO2	Nitrogen dioxide (air)	2021	145.9	ug/m3	89.76	3.0	Background	Urban	22.2733	43.9021	133.0	E2a/UTD AQ e-Reporting	31/05/2022 20:14:43
443	NET-RS002A	Serbian national AQ network	RS0044A	Zajecar	NO2	Nitrogen dioxide (air)	2021	81.582	ug/m3	89.76	3.0	Background	Urban	22.2733	43.9021	133.0	E2a/UTD AQ e-Reporting	31/05/2022 20:59:32
445	NET-RS002A	Serbian national AQ network	RS0044A	Zajecar	CO	Carbon monoxide (air)	2021	0.0	count	93.42	3.0	Background	Urban	22.2733	43.9021	133.0	E2a/UTD AQ e-Reporting	31/05/2022 20:49:38
447	NET-RS002A	Serbian national AQ network	RS0044A	Zajecar	CO	Carbon monoxide (air)	2021	12.181	mg/m3	94.1	3.0	Background	Urban	22.2733	43.9021	133.0	E2a/UTD AQ e-Reporting	31/05/2022 20:14:43
448	NET-RS002A	Serbian national AQ network	RS0044A	Zajecar	CO	Carbon monoxide (air)	2019	0.004	mg/m3	98.36	1.0	Background	Urban	22.2733	43.9021	133.0	E1a/validated data AQ e-Reporting	31/05/2022 20:35:30
451	NET-RS002A	Serbian national AQ network	RS0045A	Cacak-Institut	NO2	Nitrogen dioxide (air)	2019	68.494	ug/m3	100.0	1.0	Background	Suburban	20.3455	43.8932	242.0	E1a/validated data AQ e-Reporting	31/05/2022 20:01:14
452	NET-RS002A	Serbian national AQ network	RS0045A	Cacak-Institut	NO2	Nitrogen dioxide (air)	2020	0.6	ug/m3	97.76	1.0	Background	Suburban	20.3455	43.8932	242.0	E1a/validated data AQ e-Reporting	31/05/2022 20:54:52
453	NET-RS002A	Serbian national AQ network	RS0045A	Cacak-Institut	NO2	Nitrogen dioxide (air)	2020	0.0	count	97.76	1.0	Background	Suburban	20.3455	43.8932	242.0	E1a/validated data AQ e-Reporting	31/05/2022 20:06:29
454	NET-RS002A	Serbian national AQ network	RS0045A	Cacak-Institut	NOX as NO2	Nitrogen oxides (air)	2019	58.591	ug/m3	64.78	1.0	Background	Suburban	20.3455	43.8932	242.0	E1a/validated data AQ e-Reporting	31/05/2022 19:56:28
455	NET-RS002A	Serbian national AQ network	RS0030A	Nis-IZJZ	NO2	Nitrogen dioxide (air)	2020	136.8	ug/m3	85.96	1.0	Traffic	Urban	21.9135	43.3166	200.0	E1a/validated data AQ e-Reporting	31/05/2022 20:14:43
459	NET-RS002A	Serbian national AQ network	RS0030A	Nis-IZJZ	NO2	Nitrogen dioxide (air)	2020	22.572	ug/m3	92.39	3.0	Traffic	Urban	21.9135	43.3166	200.0	E1a/validated data AQ e-Reporting	31/05/2022 19:56:28
462	NET-RS002A	Serbian national AQ network	RS0030A	Nis-IZJZ	NO	Nitrogen monoxide (air)	2019	245.0	ug/m3	97.03	1.0	Traffic	Urban	21.9135	43.3166	200.0	E1a/validated data AQ e-Reporting	31/05/2022 20:14:43
464	NET-RS002A	Serbian national AQ network	RS0030A	Nis-IZJZ	NO	Nitrogen monoxide (air)	2020	12.4	ug/m3	85.96	1.0	Traffic	Urban	21.9135	43.3166	200.0	E1a/validated data AQ e-Reporting	31/05/2022 20:29:07
467	NET-RS002A	Serbian national AQ network	RS0031A	Novi Sad-Liman	SO2	Sulphur dioxide (air)	2019	1.4	ug/m3	92.05	1.0	Background	Urban	19.8357	45.2386	81.0	E1a/validated data AQ e-Reporting	31/05/2022 20:12:56
470	NET-RS002A	Serbian national AQ network	RS0031A	Novi Sad-Liman	SO2	Sulphur dioxide (air)	2019	0.0	count	91.2	1.0	Background	Urban	19.8357	45.2386	81.0	Mixed E1a/validated and E2a/UTD data AQ e-Reporting	31/05/2022 20:10:09
471	NET-RS002A	Serbian national AQ network	RS0031A	Novi Sad-Liman	PM10	Particulate matter < 10 µm (aerosol)	2019	30.029	ug/m3	29.32	1.0	Background	Urban	19.8357	45.2386	81.0	Mixed E1a/validated and E2a/UTD data AQ e-Reporting	31/05/2022 19:56:28
472	NET-RS002A	Serbian national AQ network	RS0031A	Novi Sad-Liman	PM10	Particulate matter < 10 µm (aerosol)	2020	30.967	ug/m3	59.49	1.0	Background	Urban	19.8357	45.2386	81.0	Mixed E1a/validated and E2a/UTD data AQ e-Reporting	31/05/2022 19:56:28
473	NET-RS002A	Serbian national AQ network	RS0031A	Novi Sad-Liman	O3	Ozone (air)	2019	12086.82	ug/m3	98.46	1.0	Background	Urban	19.8357	45.2386	81.0	E1a/validated data AQ e-Reporting	31/05/2022 21:35:41
476	NET-RS002A	Serbian national AQ network	RS0031A	Novi Sad-Liman	O3	Ozone (air)	2021	56.163	ug/m3	92.33	3.0	Background	Urban	19.8357	45.2386	81.0	E2a/UTD AQ e-Reporting	31/05/2022 20:37:54
482	NET-RS002A	Serbian national AQ network	RS0031A	Novi Sad-Liman	O3	Ozone (air)	2020	98.512	ug/m3	100.0	1.0	Background	Urban	19.8357	45.2386	81.0	E1a/validated data AQ e-Reporting	31/05/2022 21:31:12
483	NET-RS002A	Serbian national AQ network	RS0031A	Novi Sad-Liman	O3	Ozone (air)	2021	54.107	ug/m3	95.48	3.0	Background	Urban	19.8357	45.2386	81.0	Mixed E1a/validated and E2a/UTD data AQ e-Reporting	31/05/2022 19:56:28
486	NET-RS002A	Serbian national AQ network	RS0031A	Novi Sad-Liman	NO2	Nitrogen dioxide (air)	2019	3.869	ug/m3	98.08	1.0	Background	Urban	19.8357	45.2386	81.0	Mixed E1a/validated and E2a/UTD data AQ e-Reporting	31/05/2022 20:13:43
488	NET-RS002A	Serbian national AQ network	RS0031A	Novi Sad-Liman	NO2	Nitrogen dioxide (air)	2020	92.1	ug/m3	97.15	1.0	Background	Urban	19.8357	45.2386	81.0	E1a/validated data AQ e-Reporting	31/05/2022 20:14:43
489	NET-RS002A	Serbian national AQ network	RS0031A	Novi Sad-Liman	NO2	Nitrogen dioxide (air)	2021	62.032	ug/m3	92.49	3.0	Background	Urban	19.8357	45.2386	81.0	E2a/UTD AQ e-Reporting	31/05/2022 20:33:02
491	NET-RS002A	Serbian national AQ network	RS0031A	Novi Sad-Liman	NO2	Nitrogen dioxide (air)	2019	35.006	ug/m3	98.08	1.0	Background	Urban	19.8357	45.2386	81.0	Mixed E1a/validated and E2a/UTD data AQ e-Reporting	31/05/2022 20:34:53
492	NET-RS002A	Serbian national AQ network	RS0031A	Novi Sad-Liman	NOX as NO2	Nitrogen oxides (air)	2019	23.475	ug/m3	97.01	1.0	Background	Urban	19.8357	45.2386	81.0	E1a/validated data AQ e-Reporting	31/05/2022 19:24:45
496	NET-RS002A	Serbian national AQ network	RS0031A	Novi Sad-Liman	CO	Carbon monoxide (air)	2021	0.449	mg/m3	92.87	3.0	Background	Urban	19.8357	45.2386	81.0	E2a/UTD AQ e-Reporting	31/05/2022 19:24:45
497	NET-RS002A	Serbian national AQ network	RS0031A	Novi Sad-Liman	CO	Carbon monoxide (air)	2019	0.0	count	98.9	1.0	Background	Urban	19.8357	45.2386	81.0	E1a/validated data AQ e-Reporting	31/05/2022 20:49:38
499	NET-RS002A	Serbian national AQ network	RS0031A	Novi Sad-Liman	CO	Carbon monoxide (air)	2020	1.675	mg/m3	99.18	1.0	Background	Urban	19.8357	45.2386	81.0	E1a/validated data AQ e-Reporting	31/05/2022 20:01:37
500	NET-RS002A	Serbian national AQ network	RS0031A	Novi Sad-Liman	CO	Carbon monoxide (air)	2019	0.0	mg/m3	98.01	1.0	Background	Urban	19.8357	45.2386	81.0	E1a/validated data AQ e-Reporting	31/05/2022 20:29:07
501	NET-RS002A	Serbian national AQ network	RS0031A	Novi Sad-Liman	CO	Carbon monoxide (air)	2020	0.882	mg/m3	99.45	1.0	Background	Urban	19.8357	45.2386	81.0	E1a/validated data AQ e-Reporting	31/05/2022 20:35:30
504	NET-RS002A	Serbian national AQ network	RS0032A	Belgrade-Stari grad	PM10	Particulate matter < 10 µm (aerosol)	2020	32.931	ug/m3	99.76	1.0	Background	Urban	20.4591	44.8211	103.0	E1a/validated data AQ e-Reporting	31/05/2022 19:24:45
505	NET-RS002A	Serbian national AQ network	RS0032A	Belgrade-Stari grad	PM10	Particulate matter < 10 µm (aerosol)	2021	50.787	ug/m3	79.45	3.0	Background	Urban	20.4591	44.8211	103.0	E2a/UTD AQ e-Reporting	31/05/2022 20:55:46
